UPM;NVIVI;NHOGA;AÑO;DPTO;AREA;HOMBRES;MUJERES;TOTAL;V01;V02A;V02B;V03;V04;V05;V06;V07;V07A;V08;V09;V10;V11A;V11B;V12;V13;V14A;V14B;V15;V16;V17;V18;V19;V20;V21;V21G;V23A1;V23A2;V23B;V23C1;V23C2;V2401;V2402;V2403;V2404;V2404A;V2404B;V2405;V2406;V2407;V2408;V2409;V2410;V2411;V2412;V2413;V2414;THOGAV;FACTOR;POBREZAI;POBNOPOI
177;15;1;2025;0;1;1;1;2;1;5;4;4;5;1;1;1;2;11;7;1;1;1;1;1;1;2;2;1;1; ;99999999999;99999999999;1;99999999999;6;6;1;1;6;6;1;1;1;6;6;1;6;6;1;6;1;1;1;1;6;4;113;3;0
177;20;1;2025;0;1;1;5;6;1;5;4;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;2000000; ;1;99999999999;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;6;1;1;6;6;4;76;3;0
177;21;1;2025;0;1;2;2;4;1;4;3;4;6;1;1;1;2;1;2;1;6;1;1;1;1;4;2;1;1; ;99999999999;99999999999;1;4000000;1;6;1;1;6;1;1;1;1;1;6;6;6;6;1;6;1;1;1;1;6;4;62;3;0
177;23;1;2025;0;1;1;2;3;5;1;1;4;5;6;1;1;2;11;7;1;6;1;1;1;6;2;2;4; ;750000; ; ;6; ;1;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;6;1;1;6;1;2;71;3;0
177;42;1;2025;0;1;1;1;2;1;4;2;4;5;6;1;6;2;11;7;1;6;1;1;1;1;2;2;1;1; ;2000000; ;1;1000000;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;6;1;1;6;6;2;67;3;0
177;46;1;2025;0;1;1;2;3;1;3;2;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;1500000; ;6; ;6;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;6;1;1;6;6;2;81;3;0
191;3;1;2025;0;1;2;1;3;1;5;3;4;5;1;1;1;2;11;7;1;6;1;1;1;1;4;2;1;1; ;2500000; ;6; ;1;1;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;6;1;1;6;2;72;3;0
191;9;1;2025;0;1;0;3;3;2;1;1;4;5;6;1;1;2;1;2;1;6;1;1;1;6;2;2;4; ;800000; ; ;6; ;6;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;6;6;6;6;6;4;70;3;0
191;13;1;2025;0;1;0;1;1;3;1;1;4;5;6;1;1;2;1;2;1;6;1;1;1;1;3;2;4; ;450000; ; ;6; ;6;6;1;6;1;6;6;1;1;6;6;1;6;6;1;6;6;6;6;6;6;1;47;3;0
191;19;1;2025;0;1;0;2;2;1;5;3;4;5;1;1;1;2;1;2;1;6;1;1;1;1;4;2;1;1; ;1500000; ;6; ;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;6;6;4;42;3;0
191;22;1;2025;0;1;3;0;3;1;5;3;4;5;1;1;1;2;11;7;1;6;1;1;1;1;4;2;1;1; ;4000000; ;6; ;1;6;1;1;6;6;1;1;6;1;6;1;6;6;1;6;1;1;1;1;6;3;88;3;0
191;27;1;2025;0;1;1;0;1;3;1;1;4;5;1;1;1;2;1;2;1;6;1;1;1;6;7;2;4; ;500000; ; ;6; ;6;6;1;1;1;6;1;1;6;6;6;1;6;6;6;6;6;6;6;6;1;1;117;3;0
191;30;1;2025;0;1;1;1;2;3;2;1;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;700000; ; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;6;6;6;6;6;6;6;2;65;3;0
191;37;1;2025;0;1;1;2;3;1;2;1;4;5;1;1;1;2;11;7;1;6;1;1;1;1;4;2;1;1; ;1000000; ;6; ;1;6;1;1;6;6;1;1;6;1;6;1;6;6;1;6;6;6;1;1;6;2;121;3;0
191;47;1;2025;0;1;1;2;3;1;4;2;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;2000000; ;6; ;1;6;1;1;6;6;1;1;1;1;6;1;6;6;1;6;1;1;1;1;6;4;60;3;0
191;48;1;2025;0;1;3;4;7;1;4;3;4;5;1;1;1;2;1;2;1;6;1;1;1;1;4;2;4; ;1700000; ; ;6; ;6;6;1;1;6;6;1;1;6;1;6;1;6;6;1;6;6;1;1;6;1;4;82;2;1
206;4;1;2025;0;1;1;1;2;1;4;2;4;5;6;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;3300000; ; ;6; ;1;1;1;1;6;1;1;1;1;1;6;1;6;1;1;6;1;1;1;1;6;2;113;3;0
206;7;1;2025;0;1;1;1;2;1;4;2;4;5;1;1;1;2;11;7;1;6;1;1;3;1;2;2;1;1; ;99999999999;99999999999;6; ;6;6;1;1;6;6;1;1;1;1;6;1;6;6;1;6;1;1;1;6;6;2;69;3;0
206;8;1;2025;0;1;1;2;3;1;6;5;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;99999999999;700000;1;7000000;1;6;1;1;6;1;1;1;1;1;6;1;6;1;1;6;1;1;1;1;1;2;111;3;0
206;13;1;2025;0;1;2;4;6;1;3;2;4;4;1;1;1;2;11;7;1;6;1;1;3;1;2;2;4; ;2200000; ; ;6; ;6;6;1;1;6;6;1;1;1;6;6;1;6;6;1;6;1;6;1;6;6;2;113;2;1
206;34;1;2025;0;1;4;2;6;1;9;5;4;5;1;1;1;2;11;7;1;1;1;1;1;1;2;2;1;1; ;99999999999;99999999999;1;99999999999;1;1;1;1;6;1;1;1;1;6;6;1;1;1;1;6;1;1;1;1;6;4;90;3;0
206;41;1;2025;0;1;2;2;4;1;6;4;4;5;1;1;1;2;1;2;1;6;1;1;1;1;4;2;1;1; ;99999999999;99999999999;1;99999999999;1;6;1;1;6;1;1;1;1;1;1;1;6;1;1;6;1;1;1;1;6;2;110;3;0
206;51;1;2025;0;1;0;2;2;1;4;3;4;5;6;1;1;2;1;2;1;6;1;1;1;1;2;2;1;1; ;2000000; ;1;2000000;6;1;1;1;6;6;1;1;1;6;6;1;6;6;1;6;6;1;6;6;6;3;122;3;0
221;6;1;2025;0;1;1;4;5;1;5;3;4;5;6;1;1;2;11;7;1;6;1;1;1;1;4;2;1;1; ;1700000; ;1;50000;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;6;1;1;6;1;4;99;3;0
221;17;1;2025;0;1;1;4;5;1;4;2;4;5;6;1;1;2;11;7;1;6;1;1;2;1;2;2;1;1; ;1000000; ;6; ;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;6;1;1;1;2;95;3;0
221;20;1;2025;0;1;1;1;2;1;4;2;4;4;4;1;1;2;11;7;1;6;1;1;3;1;4;2;1;4; ;800000; ;6; ;6;6;6; ; ;6;1;1;6;1;6;1;6;6;1;6;6;1;1;1;1;3;98;3;0
221;28;1;2025;0;1;4;2;6;1;3;3;4;5;1;1;1;2;1;2;1;6;1;1;1;1;4;2;1;4; ;2000000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;1;6;6;1;1;6;1;4;95;3;0
221;42;1;2025;0;1;1;1;2;3;1;1;4;4;3;1;1;2;11;7;1;6;1;1;2;6;4;2;4; ;800000; ; ;6; ;6;6;1;1;6;1;1;1;6;1;6;1;6;6;1;6;1;6;1;1;1;2;76;3;0
221;60;1;2025;0;1;0;3;3;1;1;1;4;4;4;1;1;2;11;7;1;6;1;1;3;1;4;2;1;1; ;500000; ;6; ;6;6;1;1;6;1;1;1;6;1;6;1;6;6;6;6;1;6;6;6;6;4;96;2;1
221;62;1;2025;0;1;2;1;3;1;3;2;4;5;6;1;1;2;1;2;1;6;1;1;2;1;4;2;1;1; ;800000; ;6; ;1;6;1;1;6;1;1;1;6;1;6;1;6;6;1;6;1;6;1;6;1;4;71;3;0
221;65;1;2025;0;1;0;1;1;1;1;1;4;5;6;1;1;2;11;7;1;6;1;1;3;6;4;2;1;1; ;700000; ;6; ;6;6;1;1;6;6;1;1;1;1;6;1;6;6;1;6;1;1;1;6;6;1;56;3;0
221;71;1;2025;0;1;1;3;4;1;1;1;4;5;4;1;1;2;11;7;1;6;1;1;3;1;4;2;1;1; ;700000; ;6; ;6;6;6; ; ;6;1;1;6;1;6;6;6;6;1;6;6;6;6;6;6;4;136;2;1
221;73;1;2025;0;1;1;0;1;1;2;1;4;5;4;1;1;2;11;7;1;6;1;1;3;1;2;2;1;1; ;600000; ;6; ;6;6;1;1;1;1;1;1;1;1;6;1;6;6;1;6;6;6;1;6;1;1;104;3;0
221;74;1;2025;0;1;2;1;3;1;1;1;4;5;3;1;1;2;11;7;1;6;1;1;3;6;4;2;1;4; ;500000; ;6; ;6;6;1;1;6;6;1;1;6;1;6;6;6;6;1;6;6;6;6;6;1;2;103;3;0
221;85;1;2025;0;1;1;3;4;1;3;2;4;5;4;1;1;2;11;7;1;6;1;1;3;1;4;2;1;7; ;1500000; ;6; ;1;6;1;1;6;1;1;1;6;1;6;1;6;6;1;6;1;6;1;1;1;2;110;3;0
236;19;1;2025;0;1;1;2;3;1;1;1;4;5;6;1;1;2;11;7;1;6;1;1;1;1;4;2;4; ;850000; ; ;6; ;6;6;6; ; ;6;1;1;6;1;6;1;6;6;1;6;6;6;1;6;6;2;153;2;1
236;21;1;2025;0;1;3;1;4;1;4;2;4;5;1;1;6;2;11;7;1;6;1;1;1;1;4;2;4; ;1650000; ; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;1;6;3;86;3;0
236;24;1;2025;0;1;3;1;4;1;5;3;4;5;1;1;1;2;1;2;1;6;1;1;1;1;4;2;1;1; ;3500000; ;6; ;1;1;1;1;6;6;1;1;1;1;1;1;6;6;1;6;1;1;1;1;6;2;113;3;0
236;25;1;2025;0;1;1;1;2;1;3;1;4;5;1;1;1;2;11;7;1;6;1;1;1;1;4;2;3;3; ;1500000; ;6; ;6;6;1;1;6;1;6;1;1;1;1;1;6;6;1;6;1;1;1;1;6;2;106;3;0
236;28;1;2025;0;1;1;1;2;1;5;2;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;2500000; ; ;6; ;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;1;6;2;91;3;0
236;44;1;2025;0;1;1;1;2;1;5;3;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;3000000; ;6; ;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;1;6;4;96;3;0
251;10;1;2025;0;1;1;1;2;1;6;4;4;5;1;1;1;2;1;2;1;1;1;1;1;1;2;2;1;1; ;4000000; ;1;20000000;6;6;1;1;6;1;1;1;1;6;6;1;6;1;1;6;1;1;6;1;6;2;74;3;0
251;11;1;2025;0;1;0;1;1;1;4;3;4;5;1;1;1;2;1;2;1;6;1;1;1;1;4;2;1;1; ;1850000; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;6;6;1;38;3;0
251;13;1;2025;0;1;1;1;2;1;5;3;4;5;1;1;1;2;1;2;1;6;1;1;1;1;2;2;1;1; ;4000000; ;1;4000000;1;1;1;1;6;6;1;1;1;1;6;1;6;1;1;6;1;1;1;1;6;2;71;3;0
251;14;1;2025;0;1;0;4;4;1;3;2;4;5;1;1;1;2;11;7;1;6;1;1;1;1;4;2;1;1; ;2000000; ;6; ;1;6;1;1;6;1;1;1;6;1;6;6;6;6;1;6;1;1;1;1;6;3;92;3;0
251;17;1;2025;0;1;3;3;6;1;7;5;4;6;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;3500000; ;1;2000000;1;1;1;1;6;1;1;1;1;1;6;1;6;1;1;6;1;1;1;1;6;4;88;3;0
251;29;1;2025;0;1;0;2;2;1;4;3;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;2500000; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;6;6;3;60;3;0
251;35;1;2025;0;1;3;2;5;1;6;4;4;5;1;1;1;2;11;7;1;6;1;1;1;1;4;2;3;3; ;2000000; ;6; ;1;1;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;1;6;4;82;3;0
251;36;1;2025;0;1;1;3;4;1;4;3;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;3500000; ;1;4700000;1;1;1;1;6;1;1;1;1;1;6;1;1;1;1;6;1;1;6;1;6;2;82;3;0
251;45;1;2025;0;1;2;1;3;1;4;2;4;5;1;1;1;2;1;2;1;6;1;1;2;1;2;2;1;1; ;4000000; ;1;2000000;1;1;1;1;6;1;1;1;1;1;6;1;6;1;1;6;1;1;1;1;6;2;83;3;0
266;2;1;2025;0;1;0;1;1;2;3;1;4;5;6;1;1;2;11;7;1;6;1;1;1;1;4;2;6; ; ;1500000; ;6; ;6;6;1;6;1;6;1;1;6;1;6;1;6;6;1;6;6;1;6;6;6;1;69;3;0
266;6;1;2025;0;1;1;0;1;2;4;2;4;5;6;1;1;2;11;7;1;6;1;1;1;1;4;2;1;1; ;2500000; ;1;600000;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;1;6;1;47;3;0
266;18;1;2025;0;1;1;2;3;1;3;2;4;5;6;1;1;2;11;7;1;6;1;1;1;1;4;2;4; ;1660000; ; ;6; ;6;6;1;1;6;6;1;1;6;1;6;1;6;6;1;6;1;6;1;6;6;3;67;3;0
266;20;1;2025;0;1;1;2;3;2;4;2;4;5;6;1;1;2;1;2;1;6;1;1;1;1;2;2;1;1; ;1800000; ;1;800000;1;6;1;1;6;1;1;1;1;6;6;1;6;6;6;6;1;6;1;6;6;4;67;3;0
266;23;1;2025;0;1;2;2;4;2;3;2;4;5;6;1;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;2000000; ;1;700000;1;6;1;1;6;1;1;1;1;6;6;1;6;1;1;6;1;1;6;6;6;2;73;3;0
266;36;1;2025;0;1;2;3;5;2;3;2;4;5;6;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;1600000; ; ;6; ;1;1;1;1;6;6;1;1;1;6;6;1;6;6;1;6;6;1;1;1;1;2;71;3;0
266;38;1;2025;0;1;2;1;3;2;3;2;4;5;6;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;1400000; ; ;6; ;6;6;1;1;6;6;1;1;1;1;6;1;6;6;1;6;1;6;6;6;6;3;65;3;0
266;46;1;2025;0;1;2;3;5;2;3;2;4;5;6;1;1;2;11;7;1;6;1;1;1;1;2;2;6; ; ;700000; ;6; ;1;1;1;1;6;1;1;1;1;1;6;1;6;6;1;6;6;1;1;1;6;4;73;3;0
266;48;1;2025;0;1;2;2;4;1;4;3;4;5;6;1;1;2;11;7;1;6;1;1;1;1;4;2;4; ;1500000; ; ;6; ;6;1;1;1;6;1;1;1;6;1;6;6;6;6;1;6;1;6;1;6;6;2;66;3;0
266;49;1;2025;0;1;1;1;2;2;2;1;4;5;6;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;1800000; ; ;6; ;6;6;1;1;6;6;1;1;1;6;6;1;6;6;1;6;6;1;1;6;6;2;99;3;0
266;54;1;2025;0;1;1;1;2;2;4;2;4;5;6;1;1;2;11;7;1;1;1;1;1;1;2;2;1;1; ;2000000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;1;1;1;6;6;3;70;3;0
279;4;1;2025;0;1;0;1;1;1;3;2;4;5;1;1;1;2;11;7;1;1;1;1;1;1;2;2;3;3; ;99999999999;99999999999;1;12000000;1;1;1;1;6;6;1;1;1;6;6;6;6;6;1;6;1;1;6;1;6;1;96;3;0
279;13;1;2025;0;1;1;1;2;2;2;2;4;5;1;1;1;2;11;7;1;6;1;1;1;6;2;2;4; ;1200000; ; ;1;99999999999;1;6;1;1;6;6;1;1;1;6;6;1;6;6;1;6;6;1;6;6;6;4;158;3;0
279;17;1;2025;0;1;1;4;5;2;2;1;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;1000000; ; ;6; ;1;6;1;1;6;6;1;1;1;6;6;1;6;6;1;6;1;1;1;1;1;3;169;2;1
279;20;1;2025;0;1;2;2;4;2;2;1;4;5;1;1;1;2;11;7;1;6;1;1;1;1;2;2;4; ;900000; ; ;6; ;1;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;6;1;6;6;6;3;159;3;0
279;32;1;2025;0;1;1;0;1;1;1;1;4;5;1;1;1;2;1;2;1;6;1;1;1;1;7;2;4; ;1200000; ; ;6; ;1;6;1;1;6;6;1;1;1;6;6;1;6;6;1;6;1;6;1;1;6;1;123;3;0
294;2;1;2025;0;1;1;1;2;1;3;1;4;4;4;1;6;2;11;7;1;6;1;1;3;1;4;2;1;4; ;900000; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;6;1;2;99;3;0
294;10;1;2025;0;1;1;4;5;1;5;4;4;5;1;1;1;2;1;2;1;6;1;1;1;1;4;2;1;1; ;900000; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;1;6;4;89;3;0
294;14;1;2025;0;1;4;2;6;1;4;3;4;5;1;1;1;2;1;2;1;6;1;1;2;1;4;2;1;4; ;700000; ;6; ;6;6;1;1;6;6;1;1;6;1;6;1;6;6;1;6;1;1;1;6;1;4;129;3;0
294;17;1;2025;0;1;0;4;4;1;2;1;4;4;4;1;1;2;1;2;1;6;1;1;3;1;4;1;1;4; ;500000; ;6; ;6;6;1;1;6;6;1;1;6;1;6;1;6;6;1;6;6;6;1;6;1;3;152;2;1
294;31;1;2025;0;1;1;0;1;1;2;2;5;4;4;1;6;2;1;2;1;6;1;1;3;6;4;2;1;4; ;500000; ;6; ;6;6;1;6;1;6;1;1;6;1;6;1;6;6;1;6;6;6;1;6;1;1;143;3;0
294;44;1;2025;0;1;1;3;4;1;3;1;4;5;1;1;1;2;11;7;1;6;1;1;2;1;2;2;1;1; ;1500000; ;6; ;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;1;1;4;104;3;0
294;47;1;2025;0;1;1;4;5;1;3;2;4;5;1;1;1;2;11;7;1;6;1;1;3;1;4;2;1;4; ;1000000; ;6; ;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;1;1;2;144;3;0
294;50;1;2025;0;1;1;2;3;1;1;1;4;5;1;1;1;2;11;7;1;6;1;1;2;6;4;2;1;4; ;700000; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;6;1;1;6;1;2;124;2;1
294;63;1;2025;0;1;2;4;6;1;3;2;4;5;1;1;1;2;11;7;1;6;1;1;2;6;4;2;1;4; ;1000000; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;6;6;1;6;1;4;164;3;0
294;70;1;2025;0;1;4;2;6;1;4;4;4;4;1;1;1;2;11;7;1;6;1;1;3;1;4;2;1;4; ;800000; ;6; ;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;6;6;5;131;3;0
294;85;1;2025;0;1;2;2;4;1;4;3;4;5;4;1;1;2;1;2;1;6;1;1;2;1;4;2;1;4; ;650000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;6;6;6;1;1;6;1;4;115;3;0
294;88;1;2025;0;1;5;4;9;1;6;4;4;5;1;1;1;2;11;7;1;6;1;1;3;1;4;2;1;1; ;1500000; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;1;1;6;1;1;1;1;1;4;102;3;0
308;1;1;2025;0;1;1;1;2;1;3;2;4;4;1;1;6;2;11;7;1;6;1;1;2;1;2;3;1;1; ;1200000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;1;6;1;6;6;2;152;3;0
308;4;1;2025;0;1;4;1;5;1;2;2;4;5;1;1;6;3;1;3;1;6;1;1;2;1;4;5;6; ; ;600000; ;6; ;6;6;6; ; ;6;1;1;6;1;6;1;6;6;1;6;6;6;1;6;1;2;121;3;0
308;8;1;2025;0;1;1;0;1;1;2;1;4;4;3;1;6;3;1;3;1;6;1;1;4;1;7;3;1;4; ;500000; ;6; ;6;6;1;6;1;1;1;1;6;1;6;6;6;6;1;6;6;1;6;6;1;1;145;3;0
308;32;1;2025;0;1;4;1;5;1;3;2;4;4;1;1;6;3;11;7;1;6;1;1;2;1;2;4;1;4; ;500000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;1;6;6;6;1;1;1;2;161;3;0
308;43;1;2025;0;1;2;2;4;1;2;1;4;5;6;1;6;3;1;3;1;6;1;1;4;1;4;8;6; ; ;600000; ;6; ;6;6;6; ; ;6;1;1;6;1;6;1;6;6;1;6;1;6;6;6;1;2;203;3;0
308;47;1;2025;0;1;2;0;2;1;2;1;4;4;3;1;6;2;11;7;1;6;1;1;3;1;1;2;1;4; ;1000000; ;6; ;6;6;6; ; ;6;1;1;1;6;6;6;6;6;1;6;1;6;1;1;1;3;167;3;0
308;69;1;2025;0;1;1;1;2;1;2;2;4;4;3;1;6;2;1;2;1;6;6;1;3;1;4;5;1;4; ;500000; ;6; ;6;6;6; ; ;6;6;6;6;1;6;6;6;6;6;6;6;6;6;6;6;2;164;3;0
308;85;1;2025;0;1;1;2;3;1;3;2;4;5;1;1;6;2;11;7;1;6;1;1;2;1;4;3;1;1; ;800000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;1;1;1;6;6;4;113;3;0
308;93;1;2025;0;1;4;2;6;1;4;2;4;4;4;1;6;2;11;7;1;6;1;1;2;1;2;1;1;4; ;700000; ;6; ;6;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;1;6;1;6;1;2;144;3;0
308;97;1;2025;0;1;1;2;3;1;4;3;4;4;4;1;6;2;11;7;1;6;1;1;2;1;2;3;1;4; ;700000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;1;6;1;6;1;6;1;3;139;2;1
322;3;1;2025;0;1;3;1;4;1;4;2;4;5;4;1;6;2;1;2;1;6;1;1;2;1;4;6;1;1; ;800000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;6;6;1;1;6;2;105;3;0
322;6;1;2025;0;1;7;1;8;1;2;2;4;5;4;1;6;2;11;7;1;6;1;1;2;1;4;2;1;4; ;500000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;1;6;1;6;6;6;1;6;6;4;95;3;0
322;11;1;2025;0;1;2;1;3;1;2;2;4;4;4;1;6;1;1;1;1;6;1;1;4;1;4;1;1;4; ;99999999999;99999999999;6; ;6;6;6; ; ;6;6;6;6;1;6;1;6;6;6;6;6;6;6;6;6;3;108;2;1
322;42;1;2025;0;1;1;2;3;1;2;1;4;5;1;1;6;2;1;2;1;6;1;1;2;1;4;2;1;4; ;600000; ;6; ;6;6;6; ; ;6;1;1;6;1;6;1;6;6;1;6;6;1;1;6;1;3;99;2;1
322;50;1;2025;0;1;2;5;7;1;2;2;4;5;4;1;6;2;1;2;1;6;1;1;3;1;4;6;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;1;6;1;6;1;1;1;6;6;2;112;2;1
322;62;1;2025;0;1;1;1;2;1;2;1;4;4;3;1;6;1;1;1;1;6;1;1;3;1;4;4;1;4; ;800000; ;6; ;6;6;6; ; ;6;1;1;6;6;6;1;6;6;1;6;6;1;6;6;1;2;61;3;0
322;73;1;2025;0;1;4;1;5;1;2;2;4;4;4;1;6;1;1;1;1;6;1;1;3;1;4;6;1;1; ;850000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;1;6;1;1;1;6;1;2;82;2;1
322;79;1;2025;0;1;1;4;5;1;2;2;3;4;4;1;6;1;1;1;1;6;1;1;3;1;2;2;1;4; ;99999999999;99999999999;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;6;6;6;6;1;6;1;2;88;3;0
322;81;1;2025;0;1;2;3;5;1;2;1;4;5;4;1;6;2;1;2;1;6;1;1;2;1;4;2;1;4; ;300000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;1;6;6;6;1;6;1;2;92;2;1
322;85;1;2025;0;1;3;2;5;1;2;2;4;5;3;1;6;3;1;3;1;6;1;1;3;6;4;2;1;1; ;500000; ;6; ;6;6;6; ; ;6;1;1;6;1;6;1;6;6;1;6;6;6;6;6;6;2;102;3;0
322;87;1;2025;0;1;1;3;4;1;1;1;4;4;4;1;6;2;11;7;1;6;1;1;2;1;4;2;1;1; ;600000; ;6; ;1;6;1;6;1;1;1;1;6;1;6;1;6;1;1;6;1;6;1;6;1;2;92;3;0
336;5;1;2025;0;1;4;5;9;1;6;5;4;5;4;1;1;2;11;7;1;6;1;1;1;1;3;2;1;4; ;600000; ;6; ;6;6;1;1;6;1;1;1;6;1;6;1;6;6;1;6;1;1;1;1;1;4;109;3;0
336;18;1;2025;0;1;0;1;1;1;3;3;4;3;3;1;1;2;1;2;1;6;6;1;4;1;7;6;1;1; ;300000; ;6; ;6;6;6; ; ;1;6;1;6;1;6;6;6;6;6;6;6;6;6;6;6;1;67;3;0
336;34;1;2025;0;1;1;0;1;1;3;2;4;4;1;1;1;2;1;2;1;6;1;1;4;1;4;3;1;1; ;1000000; ;6; ;6;6;1;6;1;1;1;1;1;1;6;1;6;6;6;6;1;1;6;6;6;1;98;3;0
336;48;1;2025;0;1;2;2;4;1;4;3;4;5;1;1;1;2;1;2;1;6;1;1;1;1;4;3;1;1; ;600000; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;6;6;1;2;114;3;0
336;64;1;2025;0;1;1;2;3;1;4;3;4;5;4;1;1;2;11;7;1;6;1;1;1;1;2;9;1;4; ;1500000; ;6; ;6;6;1;1;6;6;1;1;1;6;6;1;6;6;1;6;1;1;1;1;1;4;99;3;0
336;69;1;2025;0;1;1;1;2;1;2;2;4;5;1;1;1;2;11;7;1;6;1;1;1;1;3;2;1;1; ;800000; ;6; ;6;6;6; ; ;1;1;1;6;6;6;1;6;6;6;6;6;6;6;6;1;2;106;3;0
336;71;1;2025;0;1;1;2;3;1;3;1;4;5;6;1;1;2;1;2;1;6;1;1;4;1;2;2;1;1; ;800000; ;6; ;1;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;1;1;1;1;1;4;94;3;0
336;73;1;2025;0;1;2;4;6;1;4;3;4;6;6;1;1;2;1;2;1;6;1;1;1;1;2;2;1;1; ;4000000; ;6; ;1;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;1;6;1;1;1;2;104;3;0
336;74;1;2025;0;1;2;2;4;1;2;1;4;5;6;1;1;5;11;7;1;6;1;1;2;1;2;3;1;4; ;700000; ;6; ;6;6;1;1;6;6;1;1;1;1;6;6;6;6;1;6;1;1;6;6;1;2;98;3;0
336;76;1;2025;0;1;3;2;5;1;3;2;4;5;4;1;1;2;1;2;1;6;1;1;4;1;3;2;1;4; ;500000; ;6; ;6;6;1;1;6;6;1;1;6;6;6;1;6;6;1;6;6;6;1;6;1;4;95;3;0
351;3;1;2025;0;1;2;4;6;1;4;3;4;4;4;1;1;2;1;2;1;6;1;1;1;1;4;2;1;1; ;700000; ;6; ;6;6;1;1;6;1;1;1;6;1;6;1;6;6;1;6;1;6;1;1;6;4;56;3;0
351;4;1;2025;0;1;2;1;3;1;4;4;4;5;6;1;6;2;11;7;1;6;1;1;2;1;4;2;1;4; ;2000000; ;6; ;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;1;6;3;73;3;0
